track_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms_x,track_name,external_urls_tracks,track_artist_id,artist_name,followers number,images_artists,external_urls_artists,track_album_id,album_name,release_date,image_album,external_urls_albums,duration_ms_y,explicit,genres
0W4NhJhcqKCqEP2GIpDCDq,0.688,0.519,-4.285,0.0283,0.064,0.0,0.1,0.318,116.714,255333,Love,https://open.spotify.com/track/0W4NhJhcqKCqEP2GIpDCDq,1vfezMIyCr4XUdYRaKIKi3,Keyshia Cole,4173007,https://i.scdn.co/image/ab6761610000e5eb1ab13fdacbb8017ec4087ca9,https://open.spotify.com/artist/1vfezMIyCr4XUdYRaKIKi3,4zEAsP0RIfbGARdtsgAaUV,The Way It Is,2005-01-01,https://i.scdn.co/image/ab67616d0000b2732cc2323c681b3f84cdc8379a,https://open.spotify.com/album/4zEAsP0RIfbGARdtsgAaUV,255333,False,"hip hop, R&B, pop, r&b"
0qcjuYtMWhBjXg0Xwt5SzS,0.94,0.633,-3.56,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,248680,Just Lose It,https://open.spotify.com/track/0qcjuYtMWhBjXg0Xwt5SzS,7dGJo4pcD2V6oG8kP0tJRR,Eminem,99037760,https://i.scdn.co/image/ab6761610000e5eba00b11c129b27a88fc72f36b,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,1kTlYbs28MXw7hwO0NLYif,Encore (Deluxe Version),2004-11-12,https://i.scdn.co/image/ab67616d0000b273726d48d93d02e1271774f023,https://open.spotify.com/album/1kTlYbs28MXw7hwO0NLYif,248680,True,"hip hop, rap"
2aibwv5hGXSgw7Yru8IYTO,0.427,0.9,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334666,Snow (Hey Oh),https://open.spotify.com/track/2aibwv5hGXSgw7Yru8IYTO,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,22291457,https://i.scdn.co/image/ab6761610000e5ebc33cc15260b767ddec982ce8,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,7xl50xr9NDkd3i2kBbzsNZ,Stadium Arcadium,2006-05-09,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517,https://open.spotify.com/album/7xl50xr9NDkd3i2kBbzsNZ,334666,False,"alternative rock, funk rock, rock"
3GhuNU58hVUuzKY7LHmFRB,0.969,0.701,-7.503,0.156,0.14,0.00161,0.201,0.905,121.392,289373,4 My People (feat. Eve),https://open.spotify.com/track/3GhuNU58hVUuzKY7LHmFRB,2wIVse2owClT7go1WT98tk,Missy Elliott,2635374,https://i.scdn.co/image/ab6761610000e5ebf6691f40d906f097e9fbaa4c,https://open.spotify.com/artist/2wIVse2owClT7go1WT98tk,20t54K6C80QQH7vbcpfJcP,Miss E... So Addictive,2001-05-14,https://i.scdn.co/image/ab67616d0000b2732e3969990abe1229c0879a7b,https://open.spotify.com/album/20t54K6C80QQH7vbcpfJcP,289373,True,"hip hop, R&B, pop"
3xgT3xIlFGqZjYW9QlhJWp,0.741,0.52,-7.513,0.0656,0.45,1.97e-06,0.222,0.347,102.998,171029,Dancing With A Stranger (with Normani),https://open.spotify.com/track/3xgT3xIlFGqZjYW9QlhJWp,2wY79sveU1sp5g7SokKOiI,Sam Smith,25572209,https://i.scdn.co/image/ab6761610000e5ebc4c97d96c08e4bb7c5f574aa,https://open.spotify.com/artist/2wY79sveU1sp5g7SokKOiI,5XCBX16KNYsAe7V5hQV9mC,Love Goes,2020-10-30,https://i.scdn.co/image/ab67616d0000b2730d1f3930676c34a23dbf5c46,https://open.spotify.com/album/5XCBX16KNYsAe7V5hQV9mC,171029,False,"soft pop, pop"
4dVpf9jZjcORqGTLUaeYj9,0.797,0.844,-5.482,0.275,0.0651,0.0,0.087,0.52,170.142,173600,Plain Jane,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9,5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,4111468,https://i.scdn.co/image/ab6761610000e5eb11b1fd4dfaa772c272ac98ec,https://open.spotify.com/artist/5dHt1vcEm9qb8fCyLcB3HL,0tQ7Iu6EicQTPyhYRNWjaT,Still Striving,2017-08-18,https://i.scdn.co/image/ab67616d0000b273d79cfa3155b50beb5dbeeb9a,https://open.spotify.com/album/0tQ7Iu6EicQTPyhYRNWjaT,173600,True,"hip hop, pop, rap"
5D6cznbACG8Ac2lniJpcnF,0.643,0.849,-5.428,0.0526,0.0371,0.0,0.058,0.903,162.152,165853,The Middle,https://open.spotify.com/track/5D6cznbACG8Ac2lniJpcnF,3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World,1709726,https://i.scdn.co/image/ab6761610000e5eb0dc33cfd207772f8e2f6b46f,https://open.spotify.com/artist/3Ayl7mCk0nScecqOzvNp6s,5TKAtS5ctVf4vchOeyz9xg,00's Rock,2020-05-08,https://i.scdn.co/image/ab67616d0000b27305c8240ea434d0dd56334fa0,https://open.spotify.com/album/5TKAtS5ctVf4vchOeyz9xg,166040,False,"pop punk, emo pop, emo, rock, pop"
5Nmv83YDwNckR2NYuO9nyk,0.584,0.889,-5.941,0.0343,0.0462,0.828,0.309,0.464,126.04,199906,Levels - Radio Edit,https://open.spotify.com/track/5Nmv83YDwNckR2NYuO9nyk,1vCWHaC5f2uS3yhpwWbIA6,Avicii,23490043,https://i.scdn.co/image/ab6761610000e5ebae07171f989fb39736674113,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,1z84SBIrua7krJWc5xX9BU,Football Party 2021,2021-06-18,https://i.scdn.co/image/ab67616d0000b273469ed92951169010bb070e28,https://open.spotify.com/album/1z84SBIrua7krJWc5xX9BU,201933,False,"Dance/Electronic, edm, pop"
6Kq1yndz0c1bDRqmvplOKn,0.774,0.626,-4.432,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,211475,Attention,https://open.spotify.com/track/6Kq1yndz0c1bDRqmvplOKn,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,24311449,https://i.scdn.co/image/ab6761610000e5ebd5594e3ae145bbb2c096366d,https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7,1RUji87NfqvHOXU69EmRTF,10s Pop,2022-12-16,https://i.scdn.co/image/ab67616d0000b273e565cebe926e394a2f58536e,https://open.spotify.com/album/1RUji87NfqvHOXU69EmRTF,208786,False,"soft pop, pop"
6pRlvElRLnDiJW4yazY9lh,0.689,0.481,-7.503,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229525,See You Again (feat. Charlie Puth),https://open.spotify.com/track/6pRlvElRLnDiJW4yazY9lh,137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,11952208,https://i.scdn.co/image/ab6761610000e5ebc66b0a8c3268f0b6556f64a8,https://open.spotify.com/artist/137W8MRPWKqSmrBGDBFSop,7E4Zm8sWQgkGyOm2v4d9D4,Nine Track Mind (Deluxe Edition),2016-11-11,https://i.scdn.co/image/ab67616d0000b27366345dc4318d575d294e3567,https://open.spotify.com/album/7E4Zm8sWQgkGyOm2v4d9D4,229525,False,"hip hop, pop, rap"
0GBqSZq3ETmaKJWu31xErG,0.612,0.84,-3.145,0.0509,0.112,0.0,0.116,0.438,129.042,212862,Don't You Worry Child - Radio Edit,https://open.spotify.com/track/0GBqSZq3ETmaKJWu31xErG,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,3909801,https://i.scdn.co/image/ab6761610000e5eb4a435bd9c6f8d3a2e01b55c3,https://open.spotify.com/artist/1h6Cn3P4NGzXbaXidqURXs,37bu5iGP8qyG50MbFUKbGi,EDM Hits,2020-04-03,https://i.scdn.co/image/ab67616d0000b273167d49d5d7098b176562f9b2,https://open.spotify.com/album/37bu5iGP8qyG50MbFUKbGi,211360,False,"Dance/Electronic, edm, pop"
0exb0K7vsjf5bXWLJJhAuF,0.648,0.801,-7.24,0.167,0.154,0.0,0.339,0.807,78.946,240760,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",https://open.spotify.com/track/0exb0K7vsjf5bXWLJJhAuF,3jksrX4oBklxR78ft8gv3j,Plies,1982773,https://i.scdn.co/image/ab6761610000e5eb0c7b5904dc0ee47d9407a19c,https://open.spotify.com/artist/3jksrX4oBklxR78ft8gv3j,4XYeXtHzp0x7wzgUyasKBA,Definition of Real,2008-06-10,https://i.scdn.co/image/ab67616d0000b27363130d152ee0f8e56b9790d4,https://open.spotify.com/album/4XYeXtHzp0x7wzgUyasKBA,240760,True,"hip hop, R&B, pop, southern hip hop"
1ZSOFC7PoJjEcaTr9ELuuf,0.545,0.78,-4.867,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,255093,Hey Brother,https://open.spotify.com/track/1ZSOFC7PoJjEcaTr9ELuuf,1vCWHaC5f2uS3yhpwWbIA6,Avicii,23490043,https://i.scdn.co/image/ab6761610000e5ebae07171f989fb39736674113,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,6RtYNUzrbsHv83GX9VoRQE,Gym Pump,2019-10-25,https://i.scdn.co/image/ab67616d0000b273e0a4ade3d4b599e7328d00e2,https://open.spotify.com/album/6RtYNUzrbsHv83GX9VoRQE,257092,False,"Dance/Electronic, edm, pop"
2QtxlzvSBONjs1bDC34ixs,0.705,0.882,-3.201,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,241666,Yeah 3x,https://open.spotify.com/track/2QtxlzvSBONjs1bDC34ixs,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,25824862,https://i.scdn.co/image/ab6761610000e5eba48397e590a1c70e2cda7728,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,6df0qvkMXoyHGt9J8cujZb,F.A.M.E. (Expanded Edition),2011-03-22,https://i.scdn.co/image/ab67616d0000b2730a1d20ec09cab4bb17a36aab,https://open.spotify.com/album/6df0qvkMXoyHGt9J8cujZb,241666,True,"hip hop, R&B, pop, r&b"
4tUTnCBft9qif7mlm51zFK,0.924,0.853,-1.203,0.0792,0.107,1.45e-06,0.129,0.67,114.003,269613,We Made You,https://open.spotify.com/track/4tUTnCBft9qif7mlm51zFK,7dGJo4pcD2V6oG8kP0tJRR,Eminem,99037760,https://i.scdn.co/image/ab6761610000e5eba00b11c129b27a88fc72f36b,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,7h2OEj0ifXb3UdgvTmCqfY,Relapse,2009-05-15,https://i.scdn.co/image/ab67616d0000b27363d5aec8186b37f4404b1d1d,https://open.spotify.com/album/7h2OEj0ifXb3UdgvTmCqfY,269613,False,"hip hop, rap"
5B5eTk7DF8KVp1zpQoY1XY,0.472,0.671,-4.649,0.029,0.0129,0.0,0.159,0.0681,82.952,232800,The Reason,https://open.spotify.com/track/5B5eTk7DF8KVp1zpQoY1XY,2MqhkhX4npxDZ62ObR5ELO,Hoobastank,2654406,https://i.scdn.co/image/ab6761610000e5ebfd24e4299227b496c8bc9765,https://open.spotify.com/artist/2MqhkhX4npxDZ62ObR5ELO,3pCVjmRGVZ2mYuJN2R1wi8,The Reason (20th Anniversary),2024-01-12,https://i.scdn.co/image/ab67616d0000b27394f8b5f85bad2c8affe6cc7d,https://open.spotify.com/album/3pCVjmRGVZ2mYuJN2R1wi8,232800,False,"rock, pop, metal, nu metal"
5L2l7mI8J1USMzhsmdjat9,0.653,0.829,-4.783,0.0377,0.000739,1.5e-06,0.225,0.545,124.989,263890,Red Lights,https://open.spotify.com/track/5L2l7mI8J1USMzhsmdjat9,2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,7779878,https://i.scdn.co/image/ab6761610000e5ebe84e08fb1dfa2bf9b5a61563,https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z,4SHlBT6B3kL8bdj6X2xHRp,A Town Called Paradise,2014-06-13,https://i.scdn.co/image/ab67616d0000b2734ca8d06b996fb365b62d3d9c,https://open.spotify.com/album/4SHlBT6B3kL8bdj6X2xHRp,262200,False,"big room, house, Dance/Electronic, edm, trance, dance, pop"
6VObnIkLVruX4UVyxWhlqm,0.346,0.552,-6.864,0.0282,0.417,0.0,0.114,0.0789,75.881,286480,Skyfall,https://open.spotify.com/track/6VObnIkLVruX4UVyxWhlqm,4dpARuHxo51G3z768sgnrY,Adele,63331380,https://i.scdn.co/image/ab6761610000e5eb68f6e5892075d7f22615bd17,https://open.spotify.com/artist/4dpARuHxo51G3z768sgnrY,6TwN6Lq9glwnG8kNp6chHY,Skyfall,2012-10-04,https://i.scdn.co/image/ab67616d0000b2732737be35cc5245eef495be90,https://open.spotify.com/album/6TwN6Lq9glwnG8kNp6chHY,286480,False,"soft pop, R&B, pop"
7ipJTYwTAxPWthNrnUcMoR,0.435,0.887,-4.07,0.0636,0.000747,0.0,0.0327,0.408,199.935,212040,"This Ain't A Scene, It's An Arms Race",https://open.spotify.com/track/7ipJTYwTAxPWthNrnUcMoR,4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,11205396,https://i.scdn.co/image/ab6761610000e5eb362011ebe6064c38e97e9aac,https://open.spotify.com/artist/4UXqAaa6dQYAk18Lv7PEgX,1eUn0i8hdRrcNGcFBoeu5j,Rock Anthems,2024-09-06,https://i.scdn.co/image/ab67616d0000b2731d81a6b90bd9ae8a61da69cc,https://open.spotify.com/album/1eUn0i8hdRrcNGcFBoeu5j,214226,False,"pop punk, emo pop, emo, rock"
7n7BJoQinmgzPb8rg1kKYu,0.872,0.391,-9.144,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,Jocelyn Flores,https://open.spotify.com/track/7n7BJoQinmgzPb8rg1kKYu,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,49567618,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4,https://open.spotify.com/artist/15UsOTVnJzReFVN1VCnxy4,7vNqlfthayItIbI0Ssmfoa,LOOK AT ME: THE ALBUM,2022-06-10,https://i.scdn.co/image/ab67616d0000b27352cc5e3765a135c52e1bbbbc,https://open.spotify.com/album/7vNqlfthayItIbI0Ssmfoa,119133,True,"hip hop, emo rap"
1NhPKVLsHhFUHIOZ32QnS2,0.516,0.764,-6.223,0.0366,0.0717,0.0,0.115,0.376,148.021,224693,Secrets,https://open.spotify.com/track/1NhPKVLsHhFUHIOZ32QnS2,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,18102202,https://i.scdn.co/image/ab6761610000e5eb57138b98e7ddd5a86ee97a9b,https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ,2pLAOZiilrhOrTQNqrF8qr,Waking Up,2009-01-01,https://i.scdn.co/image/ab67616d0000b27377a7bd558d81172446e525bb,https://open.spotify.com/album/2pLAOZiilrhOrTQNqrF8qr,224693,False,"soft pop, pop"
1gyd7NrADjHj2Gn6jIAdET,0.603,0.933,-3.358,0.171,0.00591,0.0,0.206,0.709,96.306,213760,Rollin' (Air Raid Vehicle),https://open.spotify.com/track/1gyd7NrADjHj2Gn6jIAdET,165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,7122397,https://i.scdn.co/image/4654955890cb62a6abe9daadfd2b3ecdee8036e4,https://open.spotify.com/artist/165ZgPlLkK7bf5bDoFc6Sb,6RtYNUzrbsHv83GX9VoRQE,Gym Pump,2019-10-25,https://i.scdn.co/image/ab67616d0000b273e0a4ade3d4b599e7328d00e2,https://open.spotify.com/album/6RtYNUzrbsHv83GX9VoRQE,213880,True,"rap metal, rap rock, metal, alternative metal, nu metal"
1rkfJLgTlB6XYNjgZ0sVaK,0.865,0.687,-3.744,0.217,0.242,0.0,0.158,0.486,139.023,242407,T-Shirt,https://open.spotify.com/track/1rkfJLgTlB6XYNjgZ0sVaK,6oMuImdp5ZcFhWP0ESe6mG,Migos,14359493,https://i.scdn.co/image/ab6761610000e5ebf4593f7b778219838d858c34,https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG,4JTOxuvM2jcSqAvEZtZsOO,Culture,2017-01-27,https://i.scdn.co/image/ab67616d0000b2736275aeac316378b0dd4f31fd,https://open.spotify.com/album/4JTOxuvM2jcSqAvEZtZsOO,242407,True,"hip hop, trap, pop"
2Orn0FxswqYMwx1FSuuoOz,0.663,0.705,-4.972,0.0385,0.0654,0.0,0.117,0.477,122.014,257386,Counting Stars,https://open.spotify.com/track/2Orn0FxswqYMwx1FSuuoOz,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,18102202,https://i.scdn.co/image/ab6761610000e5eb57138b98e7ddd5a86ee97a9b,https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ,5GkFaBhNEGr1GD84DJOGAy,Massive Hits,2021-01-29,https://i.scdn.co/image/ab67616d0000b2730691670d7b62d4d9bab32511,https://open.spotify.com/album/5GkFaBhNEGr1GD84DJOGAy,256760,False,"soft pop, pop"
3TAtUJc4Sj913Cs5gBUeu0,0.455,0.929,-3.295,0.0494,0.0875,0.0,0.226,0.484,89.782,208199,Scars,https://open.spotify.com/track/3TAtUJc4Sj913Cs5gBUeu0,4RddZ3iHvSpGV4dvATac9X,Papa Roach,5720045,https://i.scdn.co/image/ab6761610000e5eb170958adc93250084c317cfc,https://open.spotify.com/artist/4RddZ3iHvSpGV4dvATac9X,1OO7kdJ4OzWbjcroJEpfTH,Getting Away With Murder,2004-01-01,https://i.scdn.co/image/ab67616d0000b2732d5551c32546cafe3aafd939,https://open.spotify.com/album/1OO7kdJ4OzWbjcroJEpfTH,208199,False,"rap metal, rap rock, rock, metal, alternative metal, nu metal"
49Oeez8KuB4drJWA6HRpWy,0.763,0.72,-5.181,0.0691,0.00261,1.11e-05,0.114,0.592,116.01,212000,New Rules,https://open.spotify.com/track/49Oeez8KuB4drJWA6HRpWy,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,45749514,https://i.scdn.co/image/ab6761610000e5eb0c68f6c95232e716f0abee8d,https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we,7sRu2U2L8TS4ymnSEorxKJ,Classroom Pop Clean Hits,2024-08-27,https://i.scdn.co/image/ab67616d0000b2739805715e66ef094426797300,https://open.spotify.com/album/7sRu2U2L8TS4ymnSEorxKJ,209320,False,pop
4LXE5uvfOeVA1LbbJM6IgA,0.664,0.576,-6.429,0.0286,0.63,0.000198,0.0902,0.621,76.026,160097,Ophelia,https://open.spotify.com/track/4LXE5uvfOeVA1LbbJM6IgA,16oZKvXb6WkQlVAjwo2Wbg,The Lumineers,5717224,https://i.scdn.co/image/ab6761610000e5eb0f882273183345499155d6ed,https://open.spotify.com/artist/16oZKvXb6WkQlVAjwo2Wbg,3Y1IFO2Me5IFUz3ss93oSM,Roadtrip Bangers,2021-03-05,https://i.scdn.co/image/ab67616d0000b273c7f2a69e36e4edd0ab9b1367,https://open.spotify.com/album/3Y1IFO2Me5IFUz3ss93oSM,156600,False,"indie folk, Folk/Acoustic, folk pop, pop"
6BzPXQPalIprSdKhZMH95k,0.712,0.862,-4.612,0.0378,0.0525,0.0,0.093,0.809,95.051,206200,This Love,https://open.spotify.com/track/6BzPXQPalIprSdKhZMH95k,04gDigrS5kc9YWfZHwBETP,Maroon 5,44463951,https://i.scdn.co/image/ab6761610000e5ebf8349dfb619a7f842242de77,https://open.spotify.com/artist/04gDigrS5kc9YWfZHwBETP,2WfgzVuiRmJLTv9FpiunRu,Calm for Kids,2021-08-23,https://i.scdn.co/image/ab67616d0000b2739925f5a0dbaa672645675a96,https://open.spotify.com/album/2WfgzVuiRmJLTv9FpiunRu,205746,False,pop
6cu6vmqmmh4eMpuCwCv4k5,0.486,0.904,-6.642,0.0364,0.000748,0.0984,0.187,0.118,143.048,208449,Nessaja,https://open.spotify.com/track/6cu6vmqmmh4eMpuCwCv4k5,0HlxL5hisLf59ETEPM3cUA,Scooter,923462,https://i.scdn.co/image/ab6761610000e5eb0bf204a5c0dcc8ccf293f264,https://open.spotify.com/artist/0HlxL5hisLf59ETEPM3cUA,5hqwYvLsGswALsmb34a9Gf,100% Scooter (25 Years Wild & Wicked),2017-12-15,https://i.scdn.co/image/ab67616d0000b2734999e3bdfabb08acf1f0c6bf,https://open.spotify.com/album/5hqwYvLsGswALsmb34a9Gf,208449,False,"eurodance, Dance/Electronic, pop, happy hardcore"
70vvnTUamBXOc0vRk7BBDu,0.851,0.806,-4.62,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200,Poker Face,https://open.spotify.com/track/70vvnTUamBXOc0vRk7BBDu,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,36230042,https://i.scdn.co/image/ab6761610000e5eb4b09cd0839c6129c29d22f79,https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms,7j7iPq5rokadGr1ZdJRGgE,The Fame Monster (International Deluxe),2009-11-18,https://i.scdn.co/image/ab67616d0000b27394f32e15943c2a479f565f8c,https://open.spotify.com/album/7j7iPq5rokadGr1ZdJRGgE,237200,True,"art pop, pop"
7hJIVIhF9vDapdHn3JyMQZ,0.649,0.815,-3.796,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,230746,Last Friday Night (T.G.I.F.),https://open.spotify.com/track/7hJIVIhF9vDapdHn3JyMQZ,6jJ0s89eD6GaHleKKya26X,Katy Perry,36569955,https://i.scdn.co/image/ab6761610000e5eb0988562f78810e47a6e3325f,https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X,56LgfDCcy7JKXUk5mxK6Ao,nostalgic songs that go crazy,2025-02-14,https://i.scdn.co/image/ab67616d0000b273bd658fe9de78e92b5f928070,https://open.spotify.com/album/56LgfDCcy7JKXUk5mxK6Ao,230720,False,pop
0LLuwqYuWOogYfQGgNZczz,0.579,0.736,-3.863,0.0527,0.31,0.0,0.198,0.613,127.999,230613,Waiting For Love,https://open.spotify.com/track/0LLuwqYuWOogYfQGgNZczz,1vCWHaC5f2uS3yhpwWbIA6,Avicii,23490043,https://i.scdn.co/image/ab6761610000e5ebae07171f989fb39736674113,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,56LgfDCcy7JKXUk5mxK6Ao,nostalgic songs that go crazy,2025-02-14,https://i.scdn.co/image/ab67616d0000b273bd658fe9de78e92b5f928070,https://open.spotify.com/album/56LgfDCcy7JKXUk5mxK6Ao,232880,False,"Dance/Electronic, edm, pop"
0OlYlcSpNf6ruv5AMdFrB8,0.822,0.739,-4.541,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933,Just Dance,https://open.spotify.com/track/0OlYlcSpNf6ruv5AMdFrB8,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,36230042,https://i.scdn.co/image/ab6761610000e5eb4b09cd0839c6129c29d22f79,https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms,5qmlj0ISHNk2hb9d3hAh55,Old School Bangers,2020-12-04,https://i.scdn.co/image/ab67616d0000b273787ce718fb6b5323b63a4860,https://open.spotify.com/album/5qmlj0ISHNk2hb9d3hAh55,244055,False,"art pop, pop"
1KT6QrZkJcdZFqW8AIFbVp,0.825,0.652,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977,233712,Shape of You,https://open.spotify.com/track/1KT6QrZkJcdZFqW8AIFbVp,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,119755896,https://i.scdn.co/image/ab6761610000e5eb399444ed4eace08b549d1161,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V,1MIoWd6zoBRksSe3TJhBhS,Belting Songs,2025-03-06,https://i.scdn.co/image/ab67616d0000b2730085ec0b86f07995d321edb4,https://open.spotify.com/album/1MIoWd6zoBRksSe3TJhBhS,233712,False,"soft pop, pop"
2MrWu3Gt6ucsOHC6eE8oLV,0.614,0.568,-5.477,0.0276,0.00797,0.0,0.0997,0.516,107.849,293960,Like a Stone,https://open.spotify.com/track/2MrWu3Gt6ucsOHC6eE8oLV,2ziB7fzrXBoh1HUPS6sVFn,Audioslave,4875940,https://i.scdn.co/image/ab6761610000e5eb5a865295befda9e060a72cb0,https://open.spotify.com/artist/2ziB7fzrXBoh1HUPS6sVFn,293aYSIVNjjmkAwupnlxRd,Audioslave,2002-11-17,https://i.scdn.co/image/ab67616d0000b27355280797e907795bb2f4537b,https://open.spotify.com/album/293aYSIVNjjmkAwupnlxRd,293960,False,"rock, grunge, metal, alternative metal, post-grunge"
2sp5BRWoPsQsJeDX72M2tu,0.921,0.537,-5.723,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,Moonlight,https://open.spotify.com/track/2sp5BRWoPsQsJeDX72M2tu,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,49567618,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4,https://open.spotify.com/artist/15UsOTVnJzReFVN1VCnxy4,2c6s84YTwR9cfncPmB9fNW,? (Deluxe),2019-09-06,https://i.scdn.co/image/ab67616d0000b273970ce512c6e443586d0be229,https://open.spotify.com/album/2c6s84YTwR9cfncPmB9fNW,135090,True,"hip hop, emo rap"
3oRQvCAzKTwXApFcswNCja,0.857,0.8,-4.035,0.0583,0.381,0.0,0.0913,0.966,121.996,199440,There's Nothing Holdin' Me Back,https://open.spotify.com/track/3oRQvCAzKTwXApFcswNCja,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,44635511,https://i.scdn.co/image/ab6761610000e5eb58b4b9419486550f6fda0535,https://open.spotify.com/artist/7n2wHs1TKAczGzO7Dd2rGr,2kXuNA437aKMhEj9zeRSOW,Pop At Home,2020-05-01,https://i.scdn.co/image/ab67616d0000b273df5a088fdac6e590424d01db,https://open.spotify.com/album/2kXuNA437aKMhEj9zeRSOW,199440,False,pop
3zU9rdflI65tK4dkkNSp77,0.521,0.754,-4.144,0.0634,0.0373,0.0,0.239,0.352,125.876,209866,Heroes (we could be),https://open.spotify.com/track/3zU9rdflI65tK4dkkNSp77,4AVFqumd2ogHFlRbKIjp1t,Alesso,4005927,https://i.scdn.co/image/ab6761610000e5eb327e7178289c299c48e12577,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t,0tRVSbmOwilUucqjzU0fQw,Forever,2015-05-22,https://i.scdn.co/image/ab67616d0000b273b804bbd11f864902d452b3a7,https://open.spotify.com/album/0tRVSbmOwilUucqjzU0fQw,210013,False,"Dance/Electronic, edm, pop"
57F80059mWaWFvWG3tBTbO,0.583,0.768,-6.477,0.041,0.000323,0.0162,0.109,0.357,127.952,320546,The Edge Of Glory,https://open.spotify.com/track/57F80059mWaWFvWG3tBTbO,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,36230042,https://i.scdn.co/image/ab6761610000e5eb4b09cd0839c6129c29d22f79,https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms,6LY3AerY6KNGOPsNPL63Kk,Born This Way (International Special Edition Version),2011-05-23,https://i.scdn.co/image/ab67616d0000b273a5d31644260279be8d0c46c0,https://open.spotify.com/album/6LY3AerY6KNGOPsNPL63Kk,320546,False,"art pop, pop"
5MAqZ3yBRpsj82DE3N6shf,0.587,0.828,-5.108,0.161,0.00327,0.0,0.331,0.494,123.907,260253,Born This Way,https://open.spotify.com/track/5MAqZ3yBRpsj82DE3N6shf,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,36230042,https://i.scdn.co/image/ab6761610000e5eb4b09cd0839c6129c29d22f79,https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms,0jGr47rDzTuy8LH1kgf56D,2000's Pop Hits,2020-07-03,https://i.scdn.co/image/ab67616d0000b273069fda06508795aa234faaeb,https://open.spotify.com/album/0jGr47rDzTuy8LH1kgf56D,260413,False,"art pop, pop"
